UNITID,year,school_name,instruction_staff,instructors_per_thousand_student,admin_professional_staff,admin_professionalstaff_perthousandstudent,noninstruction_academicstaff,noninstruction_academicstaff_perthousandstudent,nonadmin_trade_servicestaff,nonadmin_tradeservicestaff_perthousandstudent,all_instructors_staff,ug_student_perthousandstudent,instructor_salarypermillion,adminprofessionalstaff_salarypermillion,noninstruction_academicstaff_salarypermillion,nonadmin_tradeservicestaff_salarypermillion,ug_average_sch_studentperay,grad_average_sch_studentperay,ug_degrees_perthousand_ugstudent,ug_certi_perthousand_ugstudent,graddegree_perhundredgradstudent,grad_certi_perhundred_gradstudent,bachelordegree_4yeargradrate,bachelordegree_6yeargradrate,associatedegree_certi3yeargradrate
417600,2014,Hastings Beauty School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417628,2014,Kirksville Area Technical Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417637,2014,South Central Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417646,2014,Saline County Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417655,2014,Warrensburg Area Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417673,2014,Nevada Regional Technical Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417682,2014,Cass Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417716,2014,Applied Technology Services,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417725,2014,Central College of Cosmetology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417734,2014,Southeast Missouri Hospital College of Nursing and Health Sciences,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417752,2014,Messenger College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417789,2014,Tennessee Academy of Cosmetology-Shelby Drive,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417798,2014,Cheveux School of Hair Design,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417804,2014,Durham Beauty Academy,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417831,2014,Union County Vocational Technical School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417840,2014,Prism Career Institute-Philadelphia,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417868,2014,Clinton Essex Warren Washington BOCES,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417886,2014,Jefferson Lewis BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417901,2014,Rochester General Hospital Clinical Laboratory Technology Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417910,2014,Veeb Nassau County School of Practical Nursing,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417947,2014,Syracuse City Schools Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417983,2014,Cattaraugus Allegany BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
417992,2014,Orange Ulster BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418001,2014,Wayne Finger Lakes BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418010,2014,Broome Delaware Tioga BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418029,2014,Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418038,2014,Albany BOCES-Adult Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418056,2014,Ulster BOCES School of Practical Nursing,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418065,2014,Eastern Suffolk BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418083,2014,Rockland County BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418126,2014,New York College of Health Professions,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418171,2014,Charles Stuart School of Diamond Setting,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418199,2014,Penta County Joint Vocational School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418205,2014,Career and Technology Education Centers of Licking County,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418223,2014,Willoughby-Eastlake School of Practical Nursing,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418250,2014,Washington County Career Center-Adult Technical Training,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418269,2014,Ohio Center for Broadcasting-Cincinnati,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418278,2014,Vantage Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418287,2014,Tri County Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418296,2014,Indian Capital Technology Center-Muskogee,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418302,2014,Western Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418320,2014,Mid-America Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418339,2014,Northeast Technology Center-Pryor,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418348,2014,Eastern Oklahoma County Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418357,2014,Wes Watkins Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418384,2014,Technical Institute of Cosmetology Arts and Sciences,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418409,2014,York County School of Technology-Adult & Continuing Education,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418427,2014,Chester County Intermediate Unit,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418445,2014,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418454,2014,Greater Johnstown Career and Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418481,2014,Mifflin County Academy of Science and Technology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418506,2014,Hanover Public School District Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418515,2014,Lenape Technical School Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418524,2014,Venango County Area Vocational Technical School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418533,2014,Lancaster County Career and Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418542,2014,Lebanon County Area Vocational Technical School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418560,2014,Indiana County Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418588,2014,Northern Tier Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418603,2014,Clarion County Career Center Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418612,2014,Hazleton Area Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418658,2014,All-State Career School-Pittsburgh,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418676,2014,Carlos F Daniels Area Vocational School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418700,2014,Serbias Technical College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418755,2014,Colegio Tecnologico y Comercial de Puerto Rico,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418764,2014,Quality Technical and Beauty College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418773,2014,D'Mart Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418782,2014,Automeca Technical College-Aguadilla,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418870,2014,Fortis Institute-Cookeville,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418889,2014,North Central Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418913,2014,Pipo Academy of Hair Design,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
418968,2014,Tint School of Makeup and Cosmetology-Dallas,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419031,2014,United Technical Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419095,2014,Charles H McCann Technical School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419147,2014,Ailano School of Cosmetology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419156,2014,Carsten Institute of Cosmetology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419183,2014,Central California School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419217,2014,Mercy Hospital School of Practical Nursing-Plantation General Hospital,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419226,2014,Marion County Community Technical and Adult Education Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419235,2014,Rivertown School of Beauty Barber Skin Care and Nails,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419244,2014,Atlanta Institute of Music and Media,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419253,2014,Illinois Center for Broadcasting,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419262,2014,Marion Community Schools-Tucker Career & Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419271,2014,St Louis Hair Academy,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419280,2014,New Dimensions School of Hair Design,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419314,2014,Adirondack Beauty School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419332,2014,Forbes Road Career and Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419341,2014,Jna Institute of Culinary Arts,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419411,2014,Cortiva Institute-Seattle,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419420,2014,Putnam Career and Technical Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419457,2014,Argosy University-Washington DC,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419484,2014,Crawford County Career and Technical Center Practical Nursing Program,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419509,2014,University of Phoenix-Sacramento Valley Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419633,2014,Texas College of Cosmetology-San Angelo,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419660,2014,Beauty Schools of America-Hialeah,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419703,2014,Automeca Technical College-Bayamon,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419712,2014,Automeca Technical College-Caguas,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
419721,2014,Automeca Technical College-Ponce,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420006,2014,Everest University-Melbourne,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420024,2014,Centura College-Chesapeake,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420042,2014,University of Phoenix-Hawaii,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420103,2014,Florida College of Natural Health-Miami,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420130,2014,Prism Career Institute-Cherry Hill,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420194,2014,American National College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420200,2014,Francois D College of Hair Skin and Nails,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420246,2014,Southwest College of Naturopathic Medicine & Health Sciences,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420255,2014,Escuela de Peritos Electricistas de Isabela Inc,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420307,2014,Virginia College-Birmingham,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420316,2014,Virginia College-Huntsville,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420325,2014,Yeshiva D'monsey Rabbinical College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420343,2014,Lincoln Technical Institute-Mahwah,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420370,2014,Career Technical Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420398,2014,Northwest Vista College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420404,2014,ITT Technical Institute-Getzville,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420431,2014,Oconee Fall Line Technical College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420440,2014,York County Community College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420459,2014,Northeast Technology Center-Afton,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420468,2014,Western Suffolk BOCES,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420495,2014,Sanford-Brown College-Atlanta,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420501,2014,Sanford-Brown College-Middleburg Heights,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420538,2014,Arkansas State University-Mountain Home,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420556,2014,Columbia Gorge Community College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420574,2014,Arizona State University-Polytechnic,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420608,2014,Colleen O'Haras Beauty Academy,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420705,2014,Bakke Graduate University,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420723,2014,Tillamook Bay Community College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420802,2014,Arizona Board of Regents,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420866,2014,Argosy University-Schaumburg,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
420981,2014,Manhattan School of Computer Technology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421009,2014,University of Phoenix-Louisiana Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421018,2014,University of Phoenix-Detroit Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421513,2014,Brown Mackie College-Hopkinsville,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421540,2014,Indian Capital Technology Center-Sallisaw,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421559,2014,Indian Capital Technology Center-Stilwell,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421586,2014,Globelle Technical Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421610,2014,Hairitage Hair Academy,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421665,2014,Houghton Lake Institute of Cosmetology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421708,2014,Arizona College-Glendale,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421717,2014,Vanguard-Sentinel Adult Career and Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421771,2014,House of Heavilin Beauty College-Raymore,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421832,2014,Living Arts College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421841,2014,New York Conservatory for Dramatic Arts,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421878,2014,Eastern International College-Jersey City,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
421896,2014,Academia Serrant Inc,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
422020,2014,San Joaquin Valley College-Fresno Aviation,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
422190,2014,Champion Institute of Cosmetology,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
422695,2014,Pacific College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
422835,2014,American College of Healthcare,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
423120,2014,Compu-Med Vocational Careers Corp,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
423397,2014,Professional Electrical School Inc,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
423582,2014,American Commercial College-Wichita Falls,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
423643,2014,Midwestern University-Glendale,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
423652,2014,Oregon Coast Community College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
423980,2014,Le Cordon Bleu College of Culinary Arts-Pasadena,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
425250,2014,Gwinnett College-Sandy Springs,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
425870,2014,Central Mass School of Massage and Therapy Inc,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
425889,2014,Lincoln Technical Institute-Brockton,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
425986,2014,Mildred Elley-Pittsfield Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
426314,2014,Embry-Riddle Aeronautical University-Worldwide,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
427025,2014,Computer Systems Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
427308,2014,Merkaz Bnos-Business School,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
427335,2014,Lia Schorr Institute of Cosmetic Skin Care Training,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
427663,2014,ITT Technical Institute-Webster,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
427894,2014,CET-Alexandria,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
427919,2014,CET-Durham,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
427973,2014,Aviation Institute of Maintenance-Chesapeake,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
427982,2014,Centura College-Richmond Main,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
427991,2014,Technical Education Center-Osceola,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428000,2014,Miami Ad School-Wynwood,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428019,2014,Green Country Technology Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428055,2014,Nova College de Puerto Rico,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428073,2014,Styles and Profiles Beauty College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428125,2014,John Wesley International Barber and Beauty College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428143,2014,Platt College-Lawton,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428170,2014,Southeastern College-Greenacres,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428259,2014,Ottawa University-Milwaukee,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428268,2014,Argosy University-Tampa,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428286,2014,The Illinois Institute of Art-Schaumburg,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428295,2014,Star Truck Driving School-Bensenville,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428329,2014,Cambria-Rowe Business College-Indiana,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428338,2014,Facultad de Derecho Eugenio Maria de Hostos,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428392,2014,Klamath Community College,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428426,2014,San Bernardino Community College District,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
428444,2014,The Art Institute of Phoenix,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
429012,2014,Aerosim Flight Academy,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
429085,2014,American College of Acupuncture and Oriental Med,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
429094,2014,AOMA Graduate School of Integrative Medicine,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
429100,2014,Arlington Medical Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
429128,2014,Urban College of Boston,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
429599,2014,ITT Technical Institute-Henderson,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430050,2014,Anthem College-Minnesota,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430087,2014,Colorado Technical University-Greenwood Village,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430096,2014,Branford Hall Career Institute-Windsor Campus,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430148,2014,Heald College-Portland,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430157,2014,Golf Academy of America-Altamonte Springs,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430166,2014,Golf Academy of America-Phoenix,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430175,2014,Everest College-Merrillville,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430184,2014,Strayer University-Maryland,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430218,2014,Empire Beauty School-Bordentown,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430227,2014,Empire Beauty School-Monroeville,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430245,2014,Southern Careers Institute-San Antonio,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430254,2014,Virginia School of Massage,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430263,2014,ITT Technical Institute-Hialeah,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430306,2014,Cayce Reilly School of Massotherapy,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430342,2014,CET-Sacramento,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430351,2014,ITT Technical Institute-Harrisburg,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430360,2014,ITT Technical Institute-Tarentum,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430379,2014,ITT Technical Institute-Norwood,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430388,2014,ITT Technical Institute-Strongsville,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430403,2014,Prism Career Institute-West Atlantic City,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430421,2014,Everest Institute-Marietta,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430485,2014,The Creative Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430564,2014,Studio Jewelers,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430582,2014,Praxis Institute,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430591,2014,American College of Traditional Chinese Medicine,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430670,2014,San Juan Bautista School of Medicine,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430704,2014,Texas Health and Science University,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430795,2014,Carver Career Center,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430810,2014,New Hampshire Institute of Art,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
430847,2014,StenoTech Career Institute-Fairfield,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
